review_id,review_text
R00386,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R00387,"Bought it through three connecting flights. The latches is better than I expected for the price, still solid after three months."
R00388,Had it four months while studying late. The gas lift has held up better than the last one I owned. Very pleased.
R00389,"Very happy with this chair. Great quality, quick delivery. Would recommend."
R00390,Worked fine at first but after about eight months the coating flaked inside. The inner coating was the weak point.
R00391,Amazing product! Excellent quality and superb value. Highly recommend to everyone!
R00392,Had this six weeks. Mainly use it alongside an existing routine. The pump dispenser is the part that impressed me most.
R00393,Been using this on a two week trip for about a month now and the zip track has held up well. No complaints so far.
R00394,Worked fine at first but after three months a shell corner cracked. The zip track was the weak point.
R00395,"Bought it at the gym. Within three months the crystal picked up a scratch, so I would not buy again."
R00396,Amazing product! Excellent quality and superb value. Highly recommend to everyone!
R00397,About six weeks in and the seal leaked in a bag. The consistency clearly was not built for regular use.
R00398,Superb! Fantastic quality and amazing value for money. Very happy with this purchase!
R00399,Really happy with this suitcase. The quality is great and it arrived quickly. Recommended.
R00400,Been using this during workouts for about two weeks now and the charging case hinge has held up well. No complaints so far.
R00401,Been using this after a waist height drop onto tile for about four months now and the port cutout has held up well. No complaints so far.
R00402,Had this six weeks. Mainly use it on a hardwood floor. The underside grip is the part that impressed me most.
R00403,"Bought it for long gaming sessions. The armrest is better than I expected for the price, still solid after six weeks."
R00404,Been using this while cycling for about about eight months now and the lens coating has held up well. No complaints so far.
R00405,Been using this with a screen protector fitted for two weeks and the inner lining still looks new. Genuinely impressed with the build.
R00406,"Awful. Cheap rubbish, nothing like the description. Avoid this seller completely."
R00407,Mixed feelings. The charging case hinge is good but after a month the left bud stopped charging. Fine if you use it lightly.
R00408,Been using this on a long flight for about two weeks now and the mic has held up well. No complaints so far.
R00409,"Bought it for daily office work. The side buttons is better than I expected for the price, still solid after two weeks."
R00410,Worked fine at first but after four months a zip tooth broke. The chest clip was the weak point.
R00411,"Great, arrived on time and works well."
R00412,Had this a month. Mainly use it on a two week trip. The spinner wheels is the part that impressed me most.
R00413,Been using this for daily commuting for three months and the lens coating still looks new. Genuinely impressed with the build.
R00414,"Very happy with this case. Great quality, quick delivery. Would recommend."
R00415,"This mouse is great quality and arrived fast. Very happy with it, recommended."
R00416,"Bought it on daily commutes. The ear tips is better than I expected for the price, still solid after about eight months."
R00417,Worked fine at first but after four months the glide feet wore down. The side buttons was the weak point.
R00418,"This suitcase is great quality and arrived fast. Very happy with it, recommended."
R00419,Been using this on a long flight for about six weeks now and the ear tips has held up well. No complaints so far.
R00420,Had this half a year. Mainly use it for daily pocket carry. The inner lining is the part that impressed me most.
R00421,"Bought it on daily commutes. The mic is better than I expected for the price, still solid after three months."
R00422,Had this three months. Mainly use it for daily morning practice. The surface texture is the part that impressed me most.
R00423,Been using this on daily commutes for about half a year now and the battery has held up well. No complaints so far.
R00424,Had this about eight months. Mainly use it on a beach holiday. The nose pads is the part that impressed me most.
R00425,"Bought it alongside an existing routine. The texture is better than I expected for the price, still solid after four months."
R00426,Had this two weeks. Mainly use it for a daily walk to work. The outsole grip is the part that impressed me most.
